sev,target,qbar_route,correct_deg,correct_enh,qband
mild,0,0.5850264430046082,1,1,high
mild,0,0.5207769274711609,1,1,mid
mild,0,0.6203294992446899,1,1,high
mild,0,0.5196345448493958,1,1,mid
mild,0,0.5650752782821655,1,1,high
mild,0,0.5123795866966248,1,1,mid
mild,0,0.7268401384353638,0,0,high
mild,0,0.5117465853691101,1,1,mid
mild,0,0.5352398753166199,1,1,mid
mild,0,0.5206716060638428,1,1,mid
mild,0,0.49628588557243347,1,1,low
mild,0,0.5373134613037109,1,1,mid
mild,0,0.44754907488822937,1,1,low
mild,0,0.5735903978347778,1,1,high
mild,0,0.5882779359817505,0,0,high
mild,0,0.5225998759269714,1,1,mid
mild,0,0.5111154317855835,1,1,mid
mild,0,0.4820798933506012,1,1,low
mild,0,0.5933127403259277,1,1,high
mild,0,0.6005480885505676,1,1,high
mild,0,0.5055391192436218,1,1,mid
mild,0,0.6121013760566711,1,1,high
mild,0,0.5018472075462341,1,1,mid
mild,1,0.445890873670578,1,1,low
mild,0,0.5801553130149841,0,0,high
mild,0,0.5238266587257385,1,1,mid
mild,0,0.568300187587738,1,1,high
mild,0,0.4866696894168854,1,1,low
mild,0,0.4916633069515228,1,1,low
mild,0,0.5725775361061096,1,1,high
mild,0,0.5414673686027527,1,1,mid
mild,0,0.47645798325538635,1,1,low
mild,0,0.5395752787590027,1,1,mid
mild,0,0.5832325220108032,1,1,high
mild,0,0.5739208459854126,1,1,high
mild,0,0.5182012915611267,1,1,mid
mild,0,0.6889875531196594,1,1,high
mild,0,0.5218836665153503,1,1,mid
mild,0,0.5742020606994629,1,1,high
mild,0,0.4975392520427704,1,1,mid
mild,0,0.4849146902561188,1,1,low
mild,0,0.5842215418815613,1,1,high
mild,0,0.507020115852356,1,1,mid
mild,0,0.49934396147727966,1,1,mid
mild,0,0.6276370882987976,1,1,high
mild,0,0.6635516881942749,1,1,high
mild,0,0.5235093235969543,1,1,mid
mild,1,0.6240568161010742,1,1,high
mild,0,0.6238119006156921,0,1,high
mild,0,0.599521279335022,1,1,high
mild,0,0.4996851086616516,1,1,mid
mild,0,0.5723180174827576,0,1,high
mild,0,0.6177529692649841,1,1,high
mild,0,0.528603196144104,1,1,mid
mild,0,0.5999996066093445,0,1,high
mild,0,0.5492310523986816,1,1,high
mild,0,0.5896455645561218,1,1,high
mild,0,0.5826495289802551,0,0,high
mild,0,0.5546598434448242,1,1,high
mild,0,0.5543462038040161,1,1,high
mild,0,0.576439380645752,1,1,high
mild,0,0.4885593354701996,1,1,low
mild,0,0.6890097856521606,1,1,high
mild,0,0.5278111696243286,1,1,mid
mild,0,0.5111963152885437,1,1,mid
mild,0,0.5408961772918701,1,1,mid
