bb_idx,MT_TSCAPE
1541,0.425949
1542,0.500310
1543,0.085553
1544,0.119430
1545,0.332719
1546,0.307342
1547,0.051211
1548,0.072845
1549,0.483128
1550,0.428450
1551,0.067232
1552,0.088360
1553,0.406392
1554,0.357520
1555,0.074175
1556,0.102612
1557,0.305404
1558,0.237400
1559,0.038241
1560,0.043464
1561,0.462297
1562,0.317596
1563,0.099639
1564,0.131133
1565,0.451978
1566,0.337997
1567,0.087459
1568,0.092698
1569,0.570981
1570,0.422470
1571,0.103577
1572,0.143800
1573,0.416570
1574,0.470747
1575,0.090623
1576,0.093529
1577,0.259544
1578,0.278986
1579,0.038416
1580,0.044220
1581,0.451194
1582,0.336642
1583,0.081815
1584,0.097464
1585,0.317502
1586,0.340376
1587,0.063774
1588,0.057085
1589,0.397862
1590,0.357956
1591,0.086651
1592,0.109015
1593,0.412707
1594,0.502919
1595,0.086773
1596,0.117461
1597,0.376674
1598,0.348566
1599,0.056214
1600,0.087408
1601,0.475157
1602,0.437186
1603,0.077503
1604,0.086652
1605,0.437910
1606,0.318480
1607,0.101292
1608,0.125112
1609,0.248584
1610,0.225089
1611,0.035149
1612,0.032521
1613,0.425657
1614,0.313064
1615,0.085767
1616,0.122838
1617,0.438239
1618,0.320769
1619,0.085559
1620,0.088955
1621,0.638583
1622,0.450043
1623,0.125046
1624,0.179204
1625,0.480629
1626,0.507119
1627,0.099636
1628,0.119945
1629,0.293296
1630,0.249576
1631,0.053734
1632,0.043124
1633,0.194264
1634,0.272586
1635,0.042238
1636,0.031664
1637,0.358048
1638,0.314656
1639,0.072899
1640,0.087513
1641,0.408028
1642,0.500903
1643,0.092408
1644,0.118445
1645,0.414820
1646,0.351417
1647,0.058069
1648,0.101295
1649,0.374412
1650,0.373469
1651,0.059252
1652,0.063410
1653,0.383836
1654,0.293272
1655,0.087029
1656,0.099276
1657,0.268615
1658,0.225501
1659,0.036777
1660,0.040565
1661,0.434877
1662,0.327450
1663,0.090397
1664,0.132818
1665,0.454367
1666,0.371489
1667,0.103502
1668,0.095291
1669,0.595809
1670,0.462126
1671,0.116209
1672,0.172486
1673,0.361149
1674,0.272832
1675,0.068973
1676,0.062500
1677,0.257412
1678,0.317673
1679,0.047047
1680,0.035137
1681,0.356550
1682,0.304495
1683,0.070002
1684,0.087595
1685,0.421693
1686,0.521136
1687,0.114352
1688,0.130022
1689,0.395335
1690,0.326413
1691,0.062067
1692,0.100075
1693,0.435355
1694,0.424934
1695,0.076410
1696,0.079347
1697,0.376650
1698,0.273969
1699,0.096063
1700,0.112184
1701,0.279179
1702,0.228749
1703,0.036005
1704,0.045552
1705,0.437133
1706,0.309490
1707,0.091526
1708,0.156696
1709,0.443896
1710,0.338205
1711,0.090558
1712,0.094980
1713,0.337686
1714,0.260823
1715,0.062584
1716,0.052732
1717,0.240463
1718,0.297721
1719,0.056247
1720,0.039721
1721,0.364649
1722,0.325698
1723,0.070951
1724,0.085505
1725,0.358925
1726,0.457092
1727,0.100521
1728,0.106010
1729,0.404163
1730,0.342358
1731,0.060450
1732,0.092627
1733,0.425261
1734,0.400251
1735,0.074238
